WEEK,LGCL_DM,START,END,DIFF,DIFF_MINS,DIFF_SEC,TOTAL_JOB,CLIENT,DIM,COMP,TOTAL
2084,RGM_TSV_22_M,  Mon Aug 12 04:41:56 CDT 2019,  Mon Aug 12 04:47:31 CDT 2019,00:05:35,5,335,0,0,0,0,0
2085,RGM_TSV_22_M,  Wed Aug 21 16:30:11 CDT 2019,  Wed Aug 21 16:34:41 CDT 2019,00:04:30,4,270,0,0,0,0,0
2086,RGM_TSV_22_M,  Wed Aug 28 08:15:32 CDT 2019,  Wed Aug 28 08:20:48 CDT 2019,00:05:16,5,316,0,0,0,0,0
2087,RGM_TSV_22_M,  Wed Sep  4 10:35:06 CDT 2019,  Wed Sep  4 10:39:25 CDT 2019,00:04:19,4,259,0,0,0,0,0
2088,RGM_TSV_22_M,  Wed Sep 11 11:44:57 CDT 2019,  Wed Sep 11 11:51:45 CDT 2019,00:06:48,6,408,0,0,0,0,0
2089,RGM_TSV_22_M,  Wed Sep 18 11:15:34 CDT 2019,  Wed Sep 18 11:21:18 CDT 2019,00:05:44,5,344,0,0,0,0,0
2090,RGM_TSV_22_M,  Wed Sep 25 18:07:41 CDT 2019,  Wed Sep 25 18:12:36 CDT 2019,00:04:55,4,295,0,0,0,0,0
2091,RGM_TSV_22_M,  Wed Oct  2 12:50:47 CDT 2019,  Wed Oct  2 12:56:30 CDT 2019,00:05:43,5,343,0,0,0,0,0
2092,RGM_TSV_22_M,  Wed Oct  9 12:42:35 CDT 2019,  Wed Oct  9 12:48:50 CDT 2019,00:06:15,6,375,237,6,21,148,412
2093,RGM_TSV_22_M,  Wed Oct 16 13:56:15 CDT 2019,  Wed Oct 16 14:00:55 CDT 2019,00:04:40,4,280,191,3,15,125,334
2094,RGM_TSV_22_M,  Wed Oct 23 12:23:18 CDT 2019,  Wed Oct 23 12:27:11 CDT 2019,00:03:53,3,233,172,2,14,110,298
2095,RGM_TSV_22_M,  Wed Oct 30 16:00:45 CDT 2019,  Wed Oct 30 16:05:11 CDT 2019,00:04:26,4,266,189,3,16,120,328
2096,RGM_TSV_22_M,  Wed Nov  6 13:25:57 CST 2019,  Wed Nov  6 13:33:21 CST 2019,00:07:24,7,444,227,5,21,139,392
2097,RGM_TSV_22_M,  Wed Nov 13 09:10:12 CST 2019,  Wed Nov 13 09:15:38 CST 2019,00:05:26,5,326,192,4,16,121,333
2098,RGM_TSV_22_M,  Wed Nov 20 10:32:32 CST 2019,  Wed Nov 20 10:38:30 CST 2019,00:05:58,5,358,185,3,15,118,321
2099,RGM_TSV_22_M,  Wed Nov 27 19:52:32 CST 2019,  Wed Nov 27 19:57:44 CST 2019,00:05:12,5,312,201,4,17,127,349
2100,RGM_TSV_22_M,  Wed Dec  4 15:06:31 CST 2019,  Wed Dec  4 15:12:23 CST 2019,00:05:52,5,352,257,6,24,157,444
2101,RGM_TSV_22_M,  Wed Dec 11 18:34:44 CST 2019,  Wed Dec 11 18:40:46 CST 2019,00:06:02,6,362,191,4,16,120,331
2102,RGM_TSV_22_M,  Wed Dec 18 21:03:43 CST 2019,  Wed Dec 18 21:08:16 CST 2019,00:04:33,4,273,184,3,15,117,319
2103,RGM_TSV_22_M,  Wed Dec 25 18:35:02 CST 2019,  Wed Dec 25 18:39:03 CST 2019,00:04:01,4,241,168,3,14,108,293
2104,RGM_TSV_22_M,  Wed Jan  1 19:02:30 CST 2020,  Wed Jan  1 19:07:52 CST 2020,00:05:22,5,322,245,8,24,147,424
2105,RGM_TSV_22_M,  Wed Jan  8 13:10:35 CST 2020,  Wed Jan  8 13:15:05 CST 2020,00:04:30,4,270,165,4,14,104,287
2106,RGM_TSV_22_M,  Wed Jan 15 07:39:28 CST 2020,  Wed Jan 15 07:42:24 CST 2020,00:02:56,2,176,93,3,8,61,165
2015,RGM_TSV_23, Wed Apr 18 00:35:45 CDT 2018, Wed Apr 18 01:19:29 CDT 2018,00:43:44,43,2624,0,0,0,0,0
2016,RGM_TSV_23, Wed Apr 25 09:44:22 CDT 2018, Wed Apr 25 11:12:50 CDT 2018,01:28:28,88,5308,0,0,0,0,0
2017,RGM_TSV_23, Wed May  2 01:05:17 CDT 2018, Wed May  2 01:37:18 CDT 2018,00:32:01,32,1921,0,0,0,0,0
2018,RGM_TSV_23, Wed May  9 11:00:49 CDT 2018, Wed May  9 11:20:22 CDT 2018,00:19:33,19,1173,0,0,0,0,0
2019,RGM_TSV_23, Wed May 16 16:41:18 CDT 2018, Wed May 16 17:26:13 CDT 2018,00:44:55,44,2695,0,0,0,0,0
2020,RGM_TSV_23, Thu May 24 19:52:10 CDT 2018, Thu May 24 21:08:17 CDT 2018,01:16:07,76,4567,0,0,0,0,0
2021,RGM_TSV_23, Thu May 31 02:12:51 CDT 2018, Thu May 31 03:05:20 CDT 2018,00:52:29,52,3149,0,0,0,0,0
2022,RGM_TSV_23, Wed Jun  6 23:39:54 CDT 2018, Wed Jun  6 23:52:21 CDT 2018,00:12:27,12,747,0,0,0,0,0
2023,RGM_TSV_23, Tue Jun 12 00:48:51 CDT 2018, Tue Jun 12 01:07:40 CDT 2018,00:18:49,18,1129,0,0,0,0,0
2024,RGM_TSV_23, Thu Jun 21 02:55:51 CDT 2018, Thu Jun 21 04:18:23 CDT 2018,01:22:32,82,4952,0,0,0,0,0
2025,RGM_TSV_23, Wed Jun 27 03:21:36 CDT 2018, Wed Jun 27 03:45:50 CDT 2018,00:24:14,24,1454,0,0,0,0,0
2026,RGM_TSV_23, Tue Jul  3 11:18:52 CDT 2018, Tue Jul  3 11:50:00 CDT 2018,00:31:08,31,1868,0,0,0,0,0
2027,RGM_TSV_23, Mon Jul  9 16:50:35 CDT 2018, Mon Jul  9 17:18:09 CDT 2018,00:27:34,27,1654,0,0,0,0,0
2028,RGM_TSV_23, Mon Jul 16 18:02:29 CDT 2018, Mon Jul 16 18:53:24 CDT 2018,00:50:55,50,3055,0,0,0,0,0
2029,RGM_TSV_23, Tue Jul 24 21:26:13 CDT 2018, Tue Jul 24 21:46:11 CDT 2018,00:19:58,19,1198,0,0,0,0,0
2030,RGM_TSV_23, Tue Jul 31 07:52:55 CDT 2018, Tue Jul 31 08:33:21 CDT 2018,00:40:26,40,2426,0,0,0,0,0
2031,RGM_TSV_23, Wed Aug  8 06:09:45 CDT 2018, Wed Aug  8 06:38:08 CDT 2018,00:28:23,28,1703,0,0,0,0,0
2032,RGM_TSV_23, Mon Aug 13 16:27:39 CDT 2018, Mon Aug 13 17:37:31 CDT 2018,01:09:52,69,4192,0,0,0,0,0
2033,RGM_TSV_23, Tue Aug 21 13:38:39 CDT 2018, Tue Aug 21 14:03:29 CDT 2018,00:24:50,24,1490,0,0,0,0,0
2034,RGM_TSV_23, Thu Aug 30 06:12:27 CDT 2018, Thu Aug 30 07:18:07 CDT 2018,01:05:40,65,3940,0,0,0,0,0
2035,RGM_TSV_23, Wed Sep  5 21:02:51 CDT 2018, Wed Sep  5 21:38:13 CDT 2018,00:35:22,35,2122,0,0,0,0,0
2036,RGM_TSV_23, Thu Sep 13 07:23:33 CDT 2018, Thu Sep 13 10:38:24 CDT 2018,03:14:51,194,11691,0,0,0,0,0
2037,RGM_TSV_23, Wed Sep 19 16:37:57 CDT 2018, Wed Sep 19 17:02:33 CDT 2018,00:24:36,24,1476,0,0,0,0,0
2038,RGM_TSV_23, Mon Sep 24 14:37:54 CDT 2018, Mon Sep 24 15:09:44 CDT 2018,00:31:50,31,1910,0,0,0,0,0
2039,RGM_TSV_23, Wed Oct  3 00:30:16 CDT 2018, Wed Oct  3 01:47:54 CDT 2018,01:17:38,77,4658,0,0,0,0,0
2041,RGM_TSV_23, Wed Oct 17 13:05:19 CDT 2018, Wed Oct 17 13:33:57 CDT 2018,00:28:38,28,1718,0,0,0,0,0
2042,RGM_TSV_23, Tue Oct 23 16:41:42 CDT 2018, Tue Oct 23 17:12:45 CDT 2018,00:31:03,31,1863,0,0,0,0,0
2043,RGM_TSV_23, Wed Oct 31 12:46:53 CDT 2018, Wed Oct 31 13:36:49 CDT 2018,00:49:56,49,2996,0,0,0,0,0
2044,RGM_TSV_23, Tue Nov  6 16:05:43 CST 2018, Tue Nov  6 17:38:59 CST 2018,01:33:16,93,5596,0,0,0,0,0
2045,RGM_TSV_23, Tue Nov 13 03:07:27 CST 2018, Tue Nov 13 03:42:07 CST 2018,00:34:40,34,2080,0,0,0,0,0
2046,RGM_TSV_23,  Sat Nov 24 15:49:11 CST 2018,  Sat Nov 24 16:24:48 CST 2018,00:35:37,35,2137,0,0,0,0,0
2047,RGM_TSV_23,  Thu Nov 29 09:12:14 CST 2018,  Thu Nov 29 10:04:44 CST 2018,00:52:30,52,3150,0,0,0,0,0
2048,RGM_TSV_23,  Wed Dec  5 04:00:49 CST 2018,  Wed Dec  5 05:36:05 CST 2018,01:35:16,95,5716,0,0,0,0,0
2049,RGM_TSV_23,  Thu Dec 13 19:42:05 CST 2018,  Thu Dec 13 19:58:33 CST 2018,00:16:28,16,988,0,0,0,0,0
2050,RGM_TSV_23,  Mon Dec 17 14:23:37 CST 2018,  Mon Dec 17 14:39:13 CST 2018,00:15:36,15,936,0,0,0,0,0
2051,RGM_TSV_23,  Wed Dec 26 18:43:58 CST 2018,  Wed Dec 26 19:04:26 CST 2018,00:20:28,20,1228,0,0,0,0,0
2052,RGM_TSV_23,  Wed Jan  2 18:31:10 CST 2019,  Wed Jan  2 19:12:58 CST 2019,00:41:48,41,2508,0,0,0,0,0
2053,RGM_TSV_23,  Wed Jan  9 18:16:43 CST 2019,  Wed Jan  9 18:28:44 CST 2019,00:12:01,12,721,0,0,0,0,0
2054,RGM_TSV_23,  Wed Jan 16 18:18:10 CST 2019,  Wed Jan 16 18:36:34 CST 2019,00:18:24,18,1104,0,0,0,0,0
2043,RGM_TSV_23_M, Wed Oct 31 12:25:27 CDT 2018, Wed Oct 31 12:42:19 CDT 2018,00:16:52,16,1012,0,0,0,0,0
2044,RGM_TSV_23_M, Tue Nov  6 03:02:29 CST 2018, Tue Nov  6 03:34:49 CST 2018,00:32:20,32,1940,0,0,0,0,0
2045,RGM_TSV_23_M, Thu Nov 15 13:04:08 CST 2018, Thu Nov 15 13:19:10 CST 2018,00:15:02,15,902,0,0,0,0,0
2046,RGM_TSV_23_M,  Wed Nov 21 16:48:04 CST 2018,  Wed Nov 21 17:01:34 CST 2018,00:13:30,13,810,0,0,0,0,0
2047,RGM_TSV_23_M,  Thu Nov 29 03:31:34 CST 2018,  Thu Nov 29 03:49:49 CST 2018,00:18:15,18,1095,0,0,0,0,0
2048,RGM_TSV_23_M,  Tue Dec  4 11:12:50 CST 2018,  Tue Dec  4 11:57:25 CST 2018,00:44:35,44,2675,0,0,0,0,0
2049,RGM_TSV_23_M,  Thu Dec 13 19:43:16 CST 2018,  Thu Dec 13 19:47:54 CST 2018,00:04:38,4,278,0,0,0,0,0
2050,RGM_TSV_23_M,  Mon Dec 17 14:22:30 CST 2018,  Mon Dec 17 14:32:19 CST 2018,00:09:49,9,589,0,0,0,0,0
2051,RGM_TSV_23_M,  Wed Dec 26 18:43:53 CST 2018,  Wed Dec 26 18:56:14 CST 2018,00:12:21,12,741,0,0,0,0,0
2052,RGM_TSV_23_M,  Wed Jan  2 18:28:14 CST 2019,  Wed Jan  2 18:44:14 CST 2019,00:16:00,16,960,0,0,0,0,0
2053,RGM_TSV_23_M,  Wed Jan  9 18:16:49 CST 2019,  Wed Jan  9 18:25:43 CST 2019,00:08:54,8,534,0,0,0,0,0
2054,RGM_TSV_23_M,  Wed Jan 16 13:32:53 CST 2019,  Wed Jan 16 13:43:27 CST 2019,00:10:34,10,634,0,0,0,0,0
2055,RGM_TSV_23_M,  Wed Jan 23 15:25:48 CST 2019,  Wed Jan 23 15:38:04 CST 2019,00:12:16,12,736,0,0,0,0,0
2056,RGM_TSV_23_M,  Wed Jan 30 18:41:28 CST 2019,  Wed Jan 30 18:59:57 CST 2019,00:18:29,18,1109,0,0,0,0,0
2057,RGM_TSV_23_M,  Wed Feb  6 17:35:45 CST 2019,  Wed Feb  6 17:42:19 CST 2019,00:06:34,6,394,0,0,0,0,0
2058,RGM_TSV_23_M,  Thu Feb 14 02:11:25 CST 2019,  Thu Feb 14 02:21:22 CST 2019,00:09:57,9,597,0,0,0,0,0
2059,RGM_TSV_23_M,  Wed Feb 20 11:24:35 CST 2019,  Wed Feb 20 11:31:33 CST 2019,00:06:58,6,418,0,0,0,0,0
2060,RGM_TSV_23_M,  Wed Feb 27 19:20:49 CST 2019,  Wed Feb 27 19:30:43 CST 2019,00:09:54,9,594,0,0,0,0,0
2061,RGM_TSV_23_M,  Thu Mar  7 11:12:04 CST 2019,  Thu Mar  7 11:19:30 CST 2019,00:07:26,7,446,0,0,0,0,0
2062,RGM_TSV_23_M,  Wed Mar 13 15:16:44 CDT 2019,  Wed Mar 13 15:23:43 CDT 2019,00:06:59,6,419,0,0,0,0,0
2063,RGM_TSV_23_M,  Thu Mar 21 09:20:28 CDT 2019,  Thu Mar 21 09:27:17 CDT 2019,00:06:49,6,409,0,0,0,0,0
2064,RGM_TSV_23_M,  Wed Mar 27 10:21:20 CDT 2019,  Wed Mar 27 10:31:06 CDT 2019,00:09:46,9,586,0,0,0,0,0
2065,RGM_TSV_23_M,  Wed Apr  3 19:19:31 CDT 2019,  Wed Apr  3 19:27:01 CDT 2019,00:07:30,7,450,0,0,0,0,0
2066,RGM_TSV_23_M,  Wed Apr 10 10:09:28 CDT 2019,  Wed Apr 10 10:15:54 CDT 2019,00:06:26,6,386,0,0,0,0,0
2067,RGM_TSV_23_M,  Wed Apr 17 14:39:32 CDT 2019,  Wed Apr 17 14:46:37 CDT 2019,00:07:05,7,425,0,0,0,0,0
2068,RGM_TSV_23_M,  Wed Apr 24 16:28:34 CDT 2019,  Wed Apr 24 16:37:59 CDT 2019,00:09:25,9,565,0,0,0,0,0
2070,RGM_TSV_23_M,  Wed May  8 15:39:24 CDT 2019,  Wed May  8 15:45:44 CDT 2019,00:06:20,6,380,0,0,0,0,0
2071,RGM_TSV_23_M,  Thu May 16 05:40:05 CDT 2019,  Thu May 16 05:46:46 CDT 2019,00:06:41,6,401,0,0,0,0,0
2072,RGM_TSV_23_M,  Wed May 22 16:10:17 CDT 2019,  Wed May 22 16:21:02 CDT 2019,00:10:45,10,645,0,0,0,0,0
2073,RGM_TSV_23_M,  Wed May 29 19:56:13 CDT 2019,  Wed May 29 20:02:01 CDT 2019,00:05:48,5,348,0,0,0,0,0
2074,RGM_TSV_23_M,  Wed Jun  5 15:55:45 CDT 2019,  Wed Jun  5 16:02:36 CDT 2019,00:06:51,6,411,0,0,0,0,0
2075,RGM_TSV_23_M,  Wed Jun 12 23:05:50 CDT 2019,  Wed Jun 12 23:11:40 CDT 2019,00:05:50,5,350,0,0,0,0,0
2076,RGM_TSV_23_M,  Wed Jun 19 21:47:38 CDT 2019,  Wed Jun 19 21:57:09 CDT 2019,00:09:31,9,571,0,0,0,0,0
2077,RGM_TSV_23_M,  Wed Jun 26 11:34:56 CDT 2019,  Wed Jun 26 11:39:59 CDT 2019,00:05:03,5,303,0,0,0,0,0
2078,RGM_TSV_23_M,  Wed Jul  3 08:45:29 CDT 2019,  Wed Jul  3 08:52:50 CDT 2019,00:07:21,7,441,0,0,0,0,0
2079,RGM_TSV_23_M,  Mon Jul  8 06:12:15 CDT 2019,  Mon Jul  8 06:20:21 CDT 2019,00:08:06,8,486,0,0,0,0,0
2080,RGM_TSV_23_M,  Wed Jul 17 19:58:24 CDT 2019,  Wed Jul 17 20:06:08 CDT 2019,00:07:44,7,464,0,0,0,0,0
2081,RGM_TSV_23_M,  Wed Jul 24 22:03:38 CDT 2019,  Wed Jul 24 22:09:31 CDT 2019,00:05:53,5,353,0,0,0,0,0
2082,RGM_TSV_23_M,  Wed Jul 31 21:34:16 CDT 2019,  Wed Jul 31 21:41:18 CDT 2019,00:07:02,7,422,0,0,0,0,0
2083,RGM_TSV_23_M,  Wed Aug  7 21:23:09 CDT 2019,  Wed Aug  7 21:29:38 CDT 2019,00:06:29,6,389,0,0,0,0,0
2084,RGM_TSV_23_M,  Mon Aug 12 04:42:01 CDT 2019,  Mon Aug 12 04:49:46 CDT 2019,00:07:45,7,465,0,0,0,0,0
2085,RGM_TSV_23_M,  Wed Aug 21 16:53:34 CDT 2019,  Wed Aug 21 17:00:16 CDT 2019,00:06:42,6,402,0,0,0,0,0
2086,RGM_TSV_23_M,  Wed Aug 28 08:15:32 CDT 2019,  Wed Aug 28 08:22:54 CDT 2019,00:07:22,7,442,0,0,0,0,0
2087,RGM_TSV_23_M,  Wed Sep  4 10:35:05 CDT 2019,  Wed Sep  4 10:41:44 CDT 2019,00:06:39,6,399,0,0,0,0,0
2088,RGM_TSV_23_M,  Wed Sep 11 15:14:52 CDT 2019,  Wed Sep 11 15:26:29 CDT 2019,00:11:37,11,697,0,0,0,0,0
2089,RGM_TSV_23_M,  Wed Sep 18 12:38:22 CDT 2019,  Wed Sep 18 12:45:33 CDT 2019,00:07:11,7,431,0,0,0,0,0
2090,RGM_TSV_23_M,  Wed Sep 25 19:30:47 CDT 2019,  Wed Sep 25 19:38:01 CDT 2019,00:07:14,7,434,0,0,0,0,0
2091,RGM_TSV_23_M,  Wed Oct  2 12:50:28 CDT 2019,  Wed Oct  2 12:58:10 CDT 2019,00:07:42,7,462,0,0,0,0,0
2092,RGM_TSV_23_M,  Thu Oct 10 09:59:25 CDT 2019,  Thu Oct 10 10:08:47 CDT 2019,00:09:22,9,562,361,9,33,221,624
2093,RGM_TSV_23_M,  Wed Oct 16 15:04:56 CDT 2019,  Wed Oct 16 15:12:12 CDT 2019,00:07:16,7,436,273,5,22,177,477
2094,RGM_TSV_23_M,  Wed Oct 23 12:23:10 CDT 2019,  Wed Oct 23 12:29:07 CDT 2019,00:05:57,5,357,299,5,22,183,509
2095,RGM_TSV_23_M,  Wed Oct 30 16:00:46 CDT 2019,  Wed Oct 30 16:07:04 CDT 2019,00:06:18,6,378,299,5,24,195,523
2096,RGM_TSV_23_M,  Wed Nov  6 13:25:51 CST 2019,  Wed Nov  6 13:37:32 CST 2019,00:11:41,11,701,401,11,37,245,694
2097,RGM_TSV_23_M,  Wed Nov 13 09:10:12 CST 2019,  Wed Nov 13 09:18:05 CST 2019,00:07:53,7,473,302,6,24,196,528
2098,RGM_TSV_23_M,  Wed Nov 20 10:32:32 CST 2019,  Wed Nov 20 10:41:16 CST 2019,00:08:44,8,524,327,6,24,201,558
2099,RGM_TSV_23_M,  Wed Nov 27 19:52:56 CST 2019,  Wed Nov 27 20:00:45 CST 2019,00:07:49,7,469,327,6,26,213,572
2100,RGM_TSV_23_M,  Wed Dec  4 15:06:37 CST 2019,  Wed Dec  4 15:15:52 CST 2019,00:09:15,9,555,422,12,39,257,730
2101,RGM_TSV_23_M,  Wed Dec 11 18:34:44 CST 2019,  Wed Dec 11 18:43:07 CST 2019,00:08:23,8,503,302,6,24,196,528
2102,RGM_TSV_23_M,  Wed Dec 18 21:03:56 CST 2019,  Wed Dec 18 21:10:48 CST 2019,00:06:52,6,412,327,6,24,201,558
2103,RGM_TSV_23_M,  Wed Dec 25 18:35:02 CST 2019,  Wed Dec 25 18:42:06 CST 2019,00:07:04,7,424,307,6,25,199,537
2104,RGM_TSV_23_M,  Wed Jan  1 19:02:30 CST 2020,  Wed Jan  1 19:10:14 CST 2020,00:07:44,7,464,385,11,35,239,670
2105,RGM_TSV_23_M,  Wed Jan  8 13:10:35 CST 2020,  Wed Jan  8 13:17:06 CST 2020,00:06:31,6,391,282,6,23,182,493
2106,RGM_TSV_23_M,  Wed Jan 15 07:47:16 CST 2020,  Wed Jan 15 07:52:32 CST 2020,00:05:16,5,316,223,6,17,133,379
2000,RGM_TSVR, Tue Jan  2 18:24:19 CST 2018, Tue Jan  2 18:26:24 CST 2018,00:02:05,2,125,0,0,0,0,0
2002,RGM_TSVR, Wed Jan 17 01:18:34 CST 2018, Wed Jan 17 01:20:27 CST 2018,00:01:53,1,113,0,0,0,0,0
2003,RGM_TSVR, Thu Jan 25 07:44:14 CST 2018, Thu Jan 25 07:47:03 CST 2018,00:02:49,2,169,0,0,0,0,0
2004,RGM_TSVR, Wed Jan 31 10:12:01 CST 2018, Wed Jan 31 10:13:51 CST 2018,00:01:50,1,110,0,0,0,0,0
2005,RGM_TSVR, Wed Feb  7 21:31:38 CST 2018, Wed Feb  7 21:33:17 CST 2018,00:01:39,1,99,0,0,0,0,0
2007,RGM_TSVR, Wed Feb 21 10:53:10 CST 2018, Wed Feb 21 10:57:54 CST 2018,00:04:44,4,284,0,0,0,0,0
2008,RGM_TSVR, Wed Feb 28 19:35:07 CST 2018, Wed Feb 28 19:37:58 CST 2018,00:02:51,2,171,0,0,0,0,0
2009,RGM_TSVR, Wed Mar  7 22:59:48 CST 2018, Wed Mar  7 23:02:08 CST 2018,00:02:20,2,140,0,0,0,0,0
2010,RGM_TSVR, Wed Mar 14 09:52:21 CDT 2018, Wed Mar 14 09:54:37 CDT 2018,00:02:16,2,136,0,0,0,0,0
2011,RGM_TSVR, Wed Mar 21 02:59:01 CDT 2018, Wed Mar 21 03:04:31 CDT 2018,00:05:30,5,330,0,0,0,0,0
2012,RGM_TSVR, Wed Mar 28 17:38:51 CDT 2018, Wed Mar 28 17:42:05 CDT 2018,00:03:14,3,194,0,0,0,0,0
2014,RGM_TSVR, Wed Apr 11 04:24:43 CDT 2018, Wed Apr 11 04:27:52 CDT 2018,00:03:09,3,189,0,0,0,0,0
2015,RGM_TSVR, Wed Apr 18 01:12:12 CDT 2018, Wed Apr 18 01:17:00 CDT 2018,00:04:48,4,288,0,0,0,0,0
2016,RGM_TSVR, Wed Apr 25 09:31:14 CDT 2018, Wed Apr 25 09:42:37 CDT 2018,00:11:23,11,683,0,0,0,0,0
2017,RGM_TSVR, Wed May  2 02:07:37 CDT 2018, Wed May  2 02:12:10 CDT 2018,00:04:33,4,273,0,0,0,0,0
2018,RGM_TSVR, Wed May  9 11:06:57 CDT 2018, Wed May  9 11:09:34 CDT 2018,00:02:37,2,157,0,0,0,0,0
2019,RGM_TSVR, Wed May 16 18:04:29 CDT 2018, Wed May 16 18:09:02 CDT 2018,00:04:33,4,273,0,0,0,0,0
2020,RGM_TSVR, Thu May 24 20:36:42 CDT 2018, Thu May 24 20:43:02 CDT 2018,00:06:20,6,380,0,0,0,0,0
2021,RGM_TSVR, Thu May 31 02:12:53 CDT 2018, Thu May 31 02:17:30 CDT 2018,00:04:37,4,277,0,0,0,0,0
2023,RGM_TSVR, Tue Jun 12 00:54:26 CDT 2018, Tue Jun 12 00:58:52 CDT 2018,00:04:26,4,266,0,0,0,0,0
2024,RGM_TSVR, Thu Jun 21 04:02:29 CDT 2018, Thu Jun 21 04:09:18 CDT 2018,00:06:49,6,409,0,0,0,0,0
2027,RGM_TSVR, Mon Jul  9 16:50:47 CDT 2018, Mon Jul  9 16:56:40 CDT 2018,00:05:53,5,353,0,0,0,0,0
2028,RGM_TSVR, Mon Jul 16 18:02:27 CDT 2018, Mon Jul 16 18:06:36 CDT 2018,00:04:09,4,249,0,0,0,0,0
2031,RGM_TSVR, Wed Aug  8 06:10:44 CDT 2018, Wed Aug  8 06:16:26 CDT 2018,00:05:42,5,342,0,0,0,0,0
2032,RGM_TSVR, Mon Aug 13 18:03:55 CDT 2018, Mon Aug 13 18:08:14 CDT 2018,00:04:19,4,259,0,0,0,0,0
2035,RGM_TSVR, Wed Sep  5 21:02:46 CDT 2018, Wed Sep  5 21:08:32 CDT 2018,00:05:46,5,346,0,0,0,0,0
2036,RGM_TSVR, Thu Sep 13 07:23:53 CDT 2018, Thu Sep 13 07:30:02 CDT 2018,00:06:09,6,369,0,0,0,0,0
2039,RGM_TSVR, Wed Oct  3 00:30:19 CDT 2018, Wed Oct  3 00:42:33 CDT 2018,00:12:14,12,734,0,0,0,0,0
2042,RGM_TSVR, Tue Oct 23 17:15:34 CDT 2018, Tue Oct 23 17:18:06 CDT 2018,00:02:32,2,152,0,0,0,0,0
2043,RGM_TSVR, Wed Oct 31 12:47:39 CDT 2018, Wed Oct 31 12:52:36 CDT 2018,00:04:57,4,297,0,0,0,0,0
2044,RGM_TSVR, Tue Nov  6 14:21:58 CST 2018, Tue Nov  6 14:25:48 CST 2018,00:03:50,3,230,0,0,0,0,0
2046,RGM_TSVR,  Sat Nov 24 20:59:53 CST 2018,  Sat Nov 24 21:04:06 CST 2018,00:04:13,4,253,0,0,0,0,0
2047,RGM_TSVR,  Thu Nov 29 09:12:26 CST 2018,  Thu Nov 29 09:18:33 CST 2018,00:06:07,6,367,0,0,0,0,0
2048,RGM_TSVR,  Wed Dec  5 03:34:25 CST 2018,  Wed Dec  5 03:47:04 CST 2018,00:12:39,12,759,0,0,0,0,0
2049,RGM_TSVR,  Thu Dec 13 19:42:58 CST 2018,  Thu Dec 13 19:45:29 CST 2018,00:02:31,2,151,0,0,0,0,0
2050,RGM_TSVR,  Mon Dec 17 14:24:02 CST 2018,  Mon Dec 17 14:26:36 CST 2018,00:02:34,2,154,0,0,0,0,0
2051,RGM_TSVR,  Wed Dec 26 18:45:42 CST 2018,  Wed Dec 26 18:49:07 CST 2018,00:03:25,3,205,0,0,0,0,0
2052,RGM_TSVR,  Wed Jan  2 18:36:09 CST 2019,  Wed Jan  2 18:39:38 CST 2019,00:03:29,3,209,0,0,0,0,0
2053,RGM_TSVR,  Wed Jan  9 18:16:58 CST 2019,  Wed Jan  9 18:20:07 CST 2019,00:03:09,3,189,0,0,0,0,0
2054,RGM_TSVR,  Wed Jan 16 18:18:19 CST 2019,  Wed Jan 16 18:21:09 CST 2019,00:02:50,2,170,0,0,0,0,0
2043,RGM_TSVR_M, Wed Oct 31 12:25:35 CDT 2018, Wed Oct 31 12:29:15 CDT 2018,00:03:40,3,220,0,0,0,0,0
2044,RGM_TSVR_M, Tue Nov  6 03:02:45 CST 2018, Tue Nov  6 03:07:09 CST 2018,00:04:24,4,264,0,0,0,0,0
2045,RGM_TSVR_M, Tue Nov 13 03:07:42 CST 2018, Tue Nov 13 03:12:04 CST 2018,00:04:22,4,262,0,0,0,0,0
2046,RGM_TSVR_M,  Wed Nov 21 16:53:44 CST 2018,  Wed Nov 21 16:56:39 CST 2018,00:02:55,2,175,0,0,0,0,0
2047,RGM_TSVR_M,  Thu Nov 29 03:50:57 CST 2018,  Thu Nov 29 03:54:47 CST 2018,00:03:50,3,230,0,0,0,0,0
2048,RGM_TSVR_M,  Tue Dec  4 11:13:01 CST 2018,  Tue Dec  4 11:20:29 CST 2018,00:07:28,7,448,0,0,0,0,0
2049,RGM_TSVR_M,  Thu Dec 13 19:43:06 CST 2018,  Thu Dec 13 19:45:01 CST 2018,00:01:55,1,115,0,0,0,0,0
2050,RGM_TSVR_M,  Mon Dec 17 14:21:18 CST 2018,  Mon Dec 17 14:23:42 CST 2018,00:02:24,2,144,0,0,0,0,0
2051,RGM_TSVR_M,  Wed Dec 26 18:44:51 CST 2018,  Wed Dec 26 18:48:08 CST 2018,00:03:17,3,197,0,0,0,0,0
2052,RGM_TSVR_M,  Wed Jan  2 18:36:21 CST 2019,  Wed Jan  2 18:39:13 CST 2019,00:02:52,2,172,0,0,0,0,0
2053,RGM_TSVR_M,  Wed Jan  9 18:17:03 CST 2019,  Wed Jan  9 18:20:10 CST 2019,00:03:07,3,187,0,0,0,0,0
2054,RGM_TSVR_M,  Wed Jan 16 13:39:44 CST 2019,  Wed Jan 16 13:42:03 CST 2019,00:02:19,2,139,0,0,0,0,0
2055,RGM_TSVR_M,  Wed Jan 23 18:20:39 CST 2019,  Wed Jan 23 18:23:40 CST 2019,00:03:01,3,181,0,0,0,0,0
