WEEK,LGCL_DM,START,END,DIFF,DIFF_MINS,DIFF_SEC,TOTAL_JOB,CLIENT,DIM,COMP,TOTAL
2095,DANNON_M,  Mon Oct 28 01:22:50 CDT 2019,  Mon Oct 28 01:32:46 CDT 2019,00:09:56,9,596,324,3,13,89,429
2096,DANNON_M,  Mon Nov  4 03:56:09 CST 2019,  Mon Nov  4 04:04:06 CST 2019,00:07:57,7,477,270,3,13,77,363
2097,DANNON_M,  Mon Nov 11 01:39:57 CST 2019,  Mon Nov 11 01:48:45 CST 2019,00:08:48,8,528,352,3,18,104,477
2098,DANNON_M,  Mon Nov 18 01:33:36 CST 2019,  Mon Nov 18 01:46:03 CST 2019,00:12:27,12,747,353,3,18,104,478
2099,DANNON_M,  Mon Nov 25 01:29:29 CST 2019,  Mon Nov 25 01:41:14 CST 2019,00:11:45,11,705,430,3,18,124,575
2100,DANNON_M,  Mon Dec  2 01:28:06 CST 2019,  Mon Dec  2 01:36:54 CST 2019,00:08:48,8,528,393,3,18,115,529
2101,DANNON_M,  Mon Dec  9 01:47:20 CST 2019,  Mon Dec  9 01:53:43 CST 2019,00:06:23,6,383,301,3,16,103,423
2102,DANNON_M,  Mon Dec 16 02:13:51 CST 2019,  Mon Dec 16 02:22:27 CST 2019,00:08:36,8,516,305,3,16,104,428
2103,DANNON_M,  Mon Dec 23 01:35:22 CST 2019,  Mon Dec 23 01:42:41 CST 2019,00:07:19,7,439,235,3,11,67,316
2104,DANNON_M,  Mon Dec 30 01:56:33 CST 2019,  Mon Dec 30 02:07:05 CST 2019,00:10:32,10,632,288,3,11,78,380
2105,DANNON_M,  Mon Jan  6 01:53:36 CST 2020,  Mon Jan  6 01:59:35 CST 2020,00:05:59,5,359,235,3,11,67,316
2106,DANNON_M,  Mon Jan 13 01:25:46 CST 2020,  Mon Jan 13 01:31:17 CST 2020,00:05:31,5,331,235,3,11,67,316
2053,DELHAIZE,  Sun Jan 13 15:05:52 CST 2019,  Sun Jan 13 15:19:39 CST 2019,00:13:47,13,827,0,0,0,0,0
2005,DM_TSV_24, Wed Feb  7 16:41:56 CST 2018, Wed Feb  7 16:47:28 CST 2018,00:05:32,5,332,0,0,0,0,0
2006,DM_TSV_24, Tue Feb 13 18:56:59 CST 2018, Tue Feb 13 19:01:37 CST 2018,00:04:38,4,278,0,0,0,0,0
2060,DTSCHFMW_M,  Wed Feb 27 13:45:46 CST 2019,  Wed Feb 27 13:48:04 CST 2019,00:02:18,2,138,0,0,0,0,0
2014,DUNKIN, Tue Apr 10 17:59:13 CDT 2018, Tue Apr 10 18:03:10 CDT 2018,00:03:57,3,237,0,0,0,0,0
2015,DUNKIN, Tue Apr 17 16:53:32 CDT 2018, Tue Apr 17 16:57:19 CDT 2018,00:03:47,3,227,0,0,0,0,0
2016,DUNKIN, Tue Apr 24 12:26:14 CDT 2018, Tue Apr 24 12:30:14 CDT 2018,00:04:00,4,240,0,0,0,0,0
2017,DUNKIN, Tue May  1 15:46:15 CDT 2018, Tue May  1 15:49:28 CDT 2018,00:03:13,3,193,0,0,0,0,0
2020,DUNKIN, Thu May 24 22:38:28 CDT 2018, Thu May 24 22:43:02 CDT 2018,00:04:34,4,274,0,0,0,0,0
2024,DUNKIN, Tue Jun 19 06:31:44 CDT 2018, Tue Jun 19 06:35:50 CDT 2018,00:04:06,4,246,0,0,0,0,0
2028,DUNKIN, Mon Jul 16 17:14:37 CDT 2018, Mon Jul 16 17:18:15 CDT 2018,00:03:38,3,218,0,0,0,0,0
2032,DUNKIN, Mon Aug 13 15:24:55 CDT 2018, Mon Aug 13 15:29:02 CDT 2018,00:04:07,4,247,0,0,0,0,0
2036,DUNKIN, Thu Sep 13 13:03:18 CDT 2018, Thu Sep 13 13:06:52 CDT 2018,00:03:34,3,214,0,0,0,0,0
2018,DUNKIN_M, Wed May  9 09:18:52 CDT 2018, Wed May  9 09:22:44 CDT 2018,00:03:52,3,232,0,0,0,0,0
2019,DUNKIN_M, Wed May 16 13:56:51 CDT 2018, Wed May 16 14:03:11 CDT 2018,00:06:20,6,380,0,0,0,0,0
2020,DUNKIN_M, Thu May 24 22:43:02 CDT 2018, Thu May 24 22:49:04 CDT 2018,00:06:02,6,362,0,0,0,0,0
2021,DUNKIN_M, Thu May 31 01:33:23 CDT 2018, Thu May 31 01:37:32 CDT 2018,00:04:09,4,249,0,0,0,0,0
2022,DUNKIN_M, Wed Jun  6 06:00:57 CDT 2018, Wed Jun  6 06:03:59 CDT 2018,00:03:02,3,182,0,0,0,0,0
2023,DUNKIN_M, Mon Jun 11 19:42:56 CDT 2018, Mon Jun 11 19:46:28 CDT 2018,00:03:32,3,212,0,0,0,0,0
2024,DUNKIN_M, Tue Jun 19 23:08:01 CDT 2018, Tue Jun 19 23:15:59 CDT 2018,00:07:58,7,478,0,0,0,0,0
2025,DUNKIN_M, Tue Jun 26 23:12:41 CDT 2018, Tue Jun 26 23:16:35 CDT 2018,00:03:54,3,234,0,0,0,0,0
2026,DUNKIN_M, Tue Jul  3 11:03:08 CDT 2018, Tue Jul  3 11:07:11 CDT 2018,00:04:03,4,243,0,0,0,0,0
2027,DUNKIN_M, Mon Jul  9 15:31:08 CDT 2018, Mon Jul  9 15:34:19 CDT 2018,00:03:11,3,191,0,0,0,0,0
2028,DUNKIN_M, Mon Jul 16 17:14:37 CDT 2018, Mon Jul 16 17:19:05 CDT 2018,00:04:28,4,268,0,0,0,0,0
2029,DUNKIN_M, Tue Jul 24 19:38:07 CDT 2018, Tue Jul 24 19:41:37 CDT 2018,00:03:30,3,210,0,0,0,0,0
2030,DUNKIN_M, Tue Jul 31 07:20:47 CDT 2018, Tue Jul 31 07:26:33 CDT 2018,00:05:46,5,346,0,0,0,0,0
2031,DUNKIN_M, Wed Aug  8 01:14:34 CDT 2018, Wed Aug  8 01:19:24 CDT 2018,00:04:50,4,290,0,0,0,0,0
2032,DUNKIN_M, Mon Aug 13 15:38:39 CDT 2018, Mon Aug 13 15:43:53 CDT 2018,00:05:14,5,314,0,0,0,0,0
2033,DUNKIN_M, Tue Aug 21 14:19:07 CDT 2018, Tue Aug 21 14:24:17 CDT 2018,00:05:10,5,310,0,0,0,0,0
2034,DUNKIN_M, Wed Aug 29 14:16:54 CDT 2018, Wed Aug 29 14:25:24 CDT 2018,00:08:30,8,510,0,0,0,0,0
2035,DUNKIN_M, Wed Sep  5 22:23:05 CDT 2018, Wed Sep  5 22:27:28 CDT 2018,00:04:23,4,263,0,0,0,0,0
2036,DUNKIN_M, Wed Sep 12 00:46:13 CDT 2018, Wed Sep 12 00:56:22 CDT 2018,00:10:09,10,609,0,0,0,0,0
2037,DUNKIN_M, Tue Sep 18 21:02:17 CDT 2018, Tue Sep 18 21:06:14 CDT 2018,00:03:57,3,237,0,0,0,0,0
2038,DUNKIN_M, Mon Sep 24 14:23:43 CDT 2018, Mon Sep 24 14:28:22 CDT 2018,00:04:39,4,279,0,0,0,0,0
2039,DUNKIN_M, Tue Oct  2 23:09:12 CDT 2018, Tue Oct  2 23:15:20 CDT 2018,00:06:08,6,368,0,0,0,0,0
2040,DUNKIN_M, Mon Oct  8 18:05:19 CDT 2018, Mon Oct  8 18:23:29 CDT 2018,00:18:10,18,1090,0,0,0,0,0
2041,DUNKIN_M, Mon Oct 15 13:30:44 CDT 2018, Mon Oct 15 13:37:17 CDT 2018,00:06:33,6,393,0,0,0,0,0
2042,DUNKIN_M, Tue Oct 23 11:11:38 CDT 2018, Tue Oct 23 11:15:32 CDT 2018,00:03:54,3,234,0,0,0,0,0
2043,DUNKIN_M, Tue Oct 30 18:48:58 CDT 2018, Tue Oct 30 18:53:03 CDT 2018,00:04:05,4,245,0,0,0,0,0
2044,DUNKIN_M, Tue Nov  6 17:00:20 CST 2018, Tue Nov  6 17:16:38 CST 2018,00:16:18,16,978,0,0,0,0,0
2045,DUNKIN_M, Tue Nov 13 17:17:55 CST 2018, Tue Nov 13 17:23:09 CST 2018,00:05:14,5,314,0,0,0,0,0
2046,DUNKIN_M,  Tue Nov 20 01:47:12 CST 2018,  Tue Nov 20 01:51:59 CST 2018,00:04:47,4,287,0,0,0,0,0
2047,DUNKIN_M,  Tue Nov 27 04:47:04 CST 2018,  Tue Nov 27 04:54:50 CST 2018,00:07:46,7,466,0,0,0,0,0
2048,DUNKIN_M,  Tue Dec  4 09:21:19 CST 2018,  Tue Dec  4 09:31:32 CST 2018,00:10:13,10,613,0,0,0,0,0
2049,DUNKIN_M,  Tue Dec 11 05:47:19 CST 2018,  Tue Dec 11 05:50:59 CST 2018,00:03:40,3,220,0,0,0,0,0
2050,DUNKIN_M,  Mon Dec 17 14:32:20 CST 2018,  Mon Dec 17 14:35:54 CST 2018,00:03:34,3,214,0,0,0,0,0
2051,DUNKIN_M,  Mon Dec 24 18:19:48 CST 2018,  Mon Dec 24 18:23:10 CST 2018,00:03:22,3,202,0,0,0,0,0
2052,DUNKIN_M,  Mon Dec 31 15:54:39 CST 2018,  Mon Dec 31 16:01:17 CST 2018,00:06:38,6,398,0,0,0,0,0
2053,DUNKIN_M,  Tue Jan  8 04:34:41 CST 2019,  Tue Jan  8 04:37:21 CST 2019,00:02:40,2,160,0,0,0,0,0
2054,DUNKIN_M,  Tue Jan 15 01:35:45 CST 2019,  Tue Jan 15 01:39:12 CST 2019,00:03:27,3,207,0,0,0,0,0
2055,DUNKIN_M,  Mon Jan 21 07:33:44 CST 2019,  Mon Jan 21 07:37:49 CST 2019,00:04:05,4,245,0,0,0,0,0
2056,DUNKIN_M,  Mon Jan 28 03:02:36 CST 2019,  Mon Jan 28 03:12:05 CST 2019,00:09:29,9,569,0,0,0,0,0
2057,DUNKIN_M,  Mon Feb  4 09:07:29 CST 2019,  Mon Feb  4 09:10:18 CST 2019,00:02:49,2,169,0,0,0,0,0
2058,DUNKIN_M,  Mon Feb 11 07:14:58 CST 2019,  Mon Feb 11 07:17:39 CST 2019,00:02:41,2,161,0,0,0,0,0
2059,DUNKIN_M,  Mon Feb 18 05:49:06 CST 2019,  Mon Feb 18 05:51:33 CST 2019,00:02:27,2,147,0,0,0,0,0
2060,DUNKIN_M,  Mon Feb 25 08:36:47 CST 2019,  Mon Feb 25 08:40:56 CST 2019,00:04:09,4,249,0,0,0,0,0
2061,DUNKIN_M,  Mon Mar  4 04:50:56 CST 2019,  Mon Mar  4 04:53:14 CST 2019,00:02:18,2,138,0,0,0,0,0
2062,DUNKIN_M,  Mon Mar 11 10:35:46 CDT 2019,  Mon Mar 11 10:39:19 CDT 2019,00:03:33,3,213,0,0,0,0,0
2063,DUNKIN_M,  Mon Mar 18 05:04:14 CDT 2019,  Mon Mar 18 05:07:12 CDT 2019,00:02:58,2,178,0,0,0,0,0
2064,DUNKIN_M,  Mon Mar 25 05:03:52 CDT 2019,  Mon Mar 25 05:09:34 CDT 2019,00:05:42,5,342,0,0,0,0,0
2065,DUNKIN_M,  Mon Apr  1 08:15:31 CDT 2019,  Mon Apr  1 08:18:43 CDT 2019,00:03:12,3,192,0,0,0,0,0
2066,DUNKIN_M,  Mon Apr  8 07:31:11 CDT 2019,  Mon Apr  8 07:34:30 CDT 2019,00:03:19,3,199,0,0,0,0,0
2067,DUNKIN_M,  Mon Apr 15 06:54:06 CDT 2019,  Mon Apr 15 06:57:05 CDT 2019,00:02:59,2,179,0,0,0,0,0
2068,DUNKIN_M,  Mon Apr 22 13:33:34 CDT 2019,  Mon Apr 22 13:38:19 CDT 2019,00:04:45,4,285,0,0,0,0,0
2069,DUNKIN_M,  Mon Apr 29 09:42:34 CDT 2019,  Mon Apr 29 09:45:55 CDT 2019,00:03:21,3,201,0,0,0,0,0
2070,DUNKIN_M,  Mon May  6 06:43:15 CDT 2019,  Mon May  6 06:46:21 CDT 2019,00:03:06,3,186,0,0,0,0,0
2071,DUNKIN_M,  Mon May 13 08:49:59 CDT 2019,  Mon May 13 08:52:05 CDT 2019,00:02:06,2,126,0,0,0,0,0
2072,DUNKIN_M,  Mon May 20 07:06:33 CDT 2019,  Mon May 20 07:10:20 CDT 2019,00:03:47,3,227,0,0,0,0,0
2073,DUNKIN_M,  Mon May 27 08:14:15 CDT 2019,  Mon May 27 08:16:09 CDT 2019,00:01:54,1,114,0,0,0,0,0
2074,DUNKIN_M,  Mon Jun  3 05:14:40 CDT 2019,  Mon Jun  3 05:18:00 CDT 2019,00:03:20,3,200,0,0,0,0,0
2075,DUNKIN_M,  Mon Jun 10 03:47:33 CDT 2019,  Mon Jun 10 03:49:32 CDT 2019,00:01:59,1,119,0,0,0,0,0
2076,DUNKIN_M,  Mon Jun 17 02:52:17 CDT 2019,  Mon Jun 17 02:57:05 CDT 2019,00:04:48,4,288,0,0,0,0,0
2077,DUNKIN_M,  Mon Jun 24 01:48:43 CDT 2019,  Mon Jun 24 01:50:55 CDT 2019,00:02:12,2,132,0,0,0,0,0
2078,DUNKIN_M,  Mon Jul  1 06:41:18 CDT 2019,  Mon Jul  1 06:43:06 CDT 2019,00:01:48,1,108,0,0,0,0,0
2079,DUNKIN_M,  Mon Jul  8 05:50:41 CDT 2019,  Mon Jul  8 05:53:33 CDT 2019,00:02:52,2,172,0,0,0,0,0
2080,DUNKIN_M,  Mon Jul 15 02:07:11 CDT 2019,  Mon Jul 15 02:11:45 CDT 2019,00:04:34,4,274,0,0,0,0,0
2081,DUNKIN_M,  Mon Jul 22 01:25:31 CDT 2019,  Mon Jul 22 01:28:23 CDT 2019,00:02:52,2,172,0,0,0,0,0
2082,DUNKIN_M,  Mon Jul 29 05:04:33 CDT 2019,  Mon Jul 29 05:08:55 CDT 2019,00:04:22,4,262,0,0,0,0,0
2083,DUNKIN_M,  Mon Aug  5 02:23:41 CDT 2019,  Mon Aug  5 02:28:08 CDT 2019,00:04:27,4,267,0,0,0,0,0
2084,DUNKIN_M,  Mon Aug 12 04:30:31 CDT 2019,  Mon Aug 12 04:34:34 CDT 2019,00:04:03,4,243,0,0,0,0,0
2085,DUNKIN_M,  Tue Aug 20 15:39:03 CDT 2019,  Tue Aug 20 15:42:13 CDT 2019,00:03:10,3,190,0,0,0,0,0
2086,DUNKIN_M,  Mon Aug 26 02:32:05 CDT 2019,  Mon Aug 26 02:34:58 CDT 2019,00:02:53,2,173,0,0,0,0,0
2087,DUNKIN_M,  Mon Sep  2 04:34:30 CDT 2019,  Mon Sep  2 04:38:19 CDT 2019,00:03:49,3,229,0,0,0,0,0
2088,DUNKIN_M,  Mon Sep  9 06:17:21 CDT 2019,  Mon Sep  9 06:20:05 CDT 2019,00:02:44,2,164,0,0,0,0,0
2089,DUNKIN_M,  Mon Sep 16 02:49:40 CDT 2019,  Mon Sep 16 02:52:28 CDT 2019,00:02:48,2,168,0,0,0,0,0
2090,DUNKIN_M,  Mon Sep 23 04:49:36 CDT 2019,  Mon Sep 23 04:51:59 CDT 2019,00:02:23,2,143,0,0,0,0,0
2091,DUNKIN_M,  Mon Sep 30 04:25:03 CDT 2019,  Mon Sep 30 04:26:59 CDT 2019,00:01:56,1,116,0,0,0,0,0
2092,DUNKIN_M,  Mon Oct  7 02:35:11 CDT 2019,  Mon Oct  7 02:39:34 CDT 2019,00:04:23,4,263,87,2,4,23,116
2093,DUNKIN_M,  Mon Oct 14 02:31:48 CDT 2019,  Mon Oct 14 02:34:45 CDT 2019,00:02:57,2,177,46,2,3,11,62
2094,DUNKIN_M,  Mon Oct 21 01:49:28 CDT 2019,  Mon Oct 21 01:51:18 CDT 2019,00:01:50,1,110,44,2,3,10,59
2095,DUNKIN_M,  Mon Oct 28 01:23:00 CDT 2019,  Mon Oct 28 01:25:29 CDT 2019,00:02:29,2,149,46,2,3,11,62
2096,DUNKIN_M,  Mon Nov  4 03:56:27 CST 2019,  Mon Nov  4 03:59:27 CST 2019,00:03:00,3,180,91,2,4,25,122
2097,DUNKIN_M,  Mon Nov 11 01:39:57 CST 2019,  Mon Nov 11 01:41:59 CST 2019,00:02:02,2,122,48,2,3,12,65
2098,DUNKIN_M,  Mon Nov 18 01:27:59 CST 2019,  Mon Nov 18 01:30:21 CST 2019,00:02:22,2,142,46,2,3,11,62
2099,DUNKIN_M,  Mon Nov 25 01:30:10 CST 2019,  Mon Nov 25 01:32:21 CST 2019,00:02:11,2,131,49,2,3,12,66
2100,DUNKIN_M,  Mon Dec  2 01:28:31 CST 2019,  Mon Dec  2 01:31:05 CST 2019,00:02:34,2,154,79,2,3,18,102
2101,DUNKIN_M,  Mon Dec  9 01:47:43 CST 2019,  Mon Dec  9 01:49:43 CST 2019,00:02:00,2,120,49,2,3,12,66
2102,DUNKIN_M,  Mon Dec 16 02:13:51 CST 2019,  Mon Dec 16 02:16:14 CST 2019,00:02:23,2,143,49,2,3,12,66
2103,DUNKIN_M,  Mon Dec 23 01:35:22 CST 2019,  Mon Dec 23 01:37:39 CST 2019,00:02:17,2,137,49,2,3,12,66
2104,DUNKIN_M,  Mon Dec 30 01:56:33 CST 2019,  Mon Dec 30 01:59:55 CST 2019,00:03:22,3,202,79,2,3,18,102
2105,DUNKIN_M,  Mon Jan  6 01:53:36 CST 2020,  Mon Jan  6 01:55:29 CST 2020,00:01:53,1,113,49,2,3,12,66
2106,DUNKIN_M,  Mon Jan 13 01:25:46 CST 2020,  Mon Jan 13 01:27:48 CST 2020,00:02:02,2,122,49,2,3,12,66
1940,EBLN, Wed Nov  9 12:56:53 CST 2016, Wed Nov  9 13:00:06 CST 2016,00:03:13,3,193,0,0,0,0,0
1941,EBLN, Thu Nov 17 03:58:40 CST 2016, Thu Nov 17 04:02:42 CST 2016,00:04:02,4,242,0,0,0,0,0
1942,EBLN, Thu Nov 24 23:29:40 CST 2016, Thu Nov 24 23:32:35 CST 2016,00:02:55,2,175,0,0,0,0,0
1946,EBLN, Thu Dec 22 05:57:10 CST 2016, Thu Dec 22 05:58:49 CST 2016,00:01:39,1,99,0,0,0,0,0
1947,EBLN, Tue Dec 27 07:30:14 CST 2016, Tue Dec 27 07:33:39 CST 2016,00:03:25,3,205,0,0,0,0,0
2000,EBLN, Tue Jan  2 03:15:12 CST 2018, Tue Jan  2 03:33:57 CST 2018,00:18:45,18,1125,0,0,0,0,0
2001,EBLN, Tue Jan  9 23:54:39 CST 2018, Wed Jan 10 00:09:25 CST 2018,00:14:46,14,886,0,0,0,0,0
2002,EBLN, Mon Jan 15 23:24:17 CST 2018, Mon Jan 15 23:38:19 CST 2018,00:14:02,14,842,0,0,0,0,0
2003,EBLN, Tue Jan 23 23:35:48 CST 2018, Tue Jan 23 23:47:19 CST 2018,00:11:31,11,691,0,0,0,0,0
2004,EBLN, Tue Jan 30 20:48:12 CST 2018, Tue Jan 30 21:12:29 CST 2018,00:24:17,24,1457,0,0,0,0,0
2005,EBLN, Wed Feb  7 20:54:55 CST 2018, Wed Feb  7 21:09:22 CST 2018,00:14:27,14,867,0,0,0,0,0
2006,EBLN, Tue Feb 13 09:59:46 CST 2018, Tue Feb 13 10:14:06 CST 2018,00:14:20,14,860,0,0,0,0,0
2007,EBLN, Wed Feb 21 01:16:53 CST 2018, Wed Feb 21 01:43:04 CST 2018,00:26:11,26,1571,0,0,0,0,0
2008,EBLN, Tue Feb 27 23:00:57 CST 2018, Tue Feb 27 23:33:43 CST 2018,00:32:46,32,1966,0,0,0,0,0
2009,EBLN, Wed Mar  7 20:23:42 CST 2018, Wed Mar  7 20:48:20 CST 2018,00:24:38,24,1478,0,0,0,0,0
2010,EBLN, Wed Mar 14 04:32:55 CDT 2018, Wed Mar 14 04:53:44 CDT 2018,00:20:49,20,1249,0,0,0,0,0
2011,EBLN, Tue Mar 20 09:59:08 CDT 2018, Tue Mar 20 10:26:00 CDT 2018,00:26:52,26,1612,0,0,0,0,0
2012,EBLN, Tue Mar 27 16:11:50 CDT 2018, Tue Mar 27 16:40:48 CDT 2018,00:28:58,28,1738,0,0,0,0,0
2013,EBLN, Wed Apr  4 14:45:37 CDT 2018, Wed Apr  4 15:09:43 CDT 2018,00:24:06,24,1446,0,0,0,0,0
2014,EBLN, Tue Apr 10 17:26:27 CDT 2018, Tue Apr 10 17:56:36 CDT 2018,00:30:09,30,1809,0,0,0,0,0
2015,EBLN, Tue Apr 17 20:32:45 CDT 2018, Tue Apr 17 21:02:13 CDT 2018,00:29:28,29,1768,0,0,0,0,0
2016,EBLN, Tue Apr 24 23:30:53 CDT 2018, Wed Apr 25 00:08:22 CDT 2018,00:37:29,37,2249,0,0,0,0,0
2017,EBLN, Tue May  1 04:52:06 CDT 2018, Tue May  1 05:21:51 CDT 2018,00:29:45,29,1785,0,0,0,0,0
2018,EBLN, Wed May  9 00:07:55 CDT 2018, Wed May  9 00:37:47 CDT 2018,00:29:52,29,1792,0,0,0,0,0
2019,EBLN, Wed May 16 14:15:21 CDT 2018, Wed May 16 14:51:39 CDT 2018,00:36:18,36,2178,0,0,0,0,0
2020,EBLN, Thu May 24 03:40:01 CDT 2018, Thu May 24 04:12:59 CDT 2018,00:32:58,32,1978,0,0,0,0,0
2021,EBLN, Thu May 31 01:37:13 CDT 2018, Thu May 31 02:04:52 CDT 2018,00:27:39,27,1659,0,0,0,0,0
2022,EBLN, Wed Jun  6 10:03:02 CDT 2018, Wed Jun  6 10:21:22 CDT 2018,00:18:20,18,1100,0,0,0,0,0
2023,EBLN, Mon Jun 11 15:19:58 CDT 2018, Mon Jun 11 15:40:30 CDT 2018,00:20:32,20,1232,0,0,0,0,0
2024,EBLN, Tue Jun 19 04:15:26 CDT 2018, Tue Jun 19 04:59:50 CDT 2018,00:44:24,44,2664,0,0,0,0,0
2025,EBLN, Tue Jun 26 14:58:39 CDT 2018, Tue Jun 26 15:25:55 CDT 2018,00:27:16,27,1636,0,0,0,0,0
2026,EBLN, Tue Jul  3 11:38:12 CDT 2018, Tue Jul  3 11:54:56 CDT 2018,00:16:44,16,1004,0,0,0,0,0
2027,EBLN, Mon Jul  9 15:33:36 CDT 2018, Mon Jul  9 15:48:35 CDT 2018,00:14:59,14,899,0,0,0,0,0
2028,EBLN, Mon Jul 16 16:04:28 CDT 2018, Mon Jul 16 16:22:34 CDT 2018,00:18:06,18,1086,0,0,0,0,0
2029,EBLN, Tue Jul 24 19:51:27 CDT 2018, Tue Jul 24 20:11:20 CDT 2018,00:19:53,19,1193,0,0,0,0,0
2030,EBLN, Tue Jul 31 06:28:05 CDT 2018, Tue Jul 31 06:48:06 CDT 2018,00:20:01,20,1201,0,0,0,0,0
2031,EBLN, Tue Aug  7 15:14:46 CDT 2018, Tue Aug  7 15:31:43 CDT 2018,00:16:57,16,1017,0,0,0,0,0
2032,EBLN, Mon Aug 13 12:19:06 CDT 2018, Mon Aug 13 12:36:44 CDT 2018,00:17:38,17,1058,0,0,0,0,0
2033,EBLN, Tue Aug 21 14:10:56 CDT 2018, Tue Aug 21 14:32:54 CDT 2018,00:21:58,21,1318,0,0,0,0,0
2034,EBLN, Wed Aug 29 12:00:36 CDT 2018, Wed Aug 29 12:23:26 CDT 2018,00:22:50,22,1370,0,0,0,0,0
2035,EBLN, Wed Sep  5 22:23:48 CDT 2018, Wed Sep  5 22:44:08 CDT 2018,00:20:20,20,1220,0,0,0,0,0
2036,EBLN, Thu Sep 13 13:25:24 CDT 2018, Thu Sep 13 14:00:53 CDT 2018,00:35:29,35,2129,0,0,0,0,0
2039,EBLN, Wed Oct  3 16:04:57 CDT 2018, Wed Oct  3 16:33:01 CDT 2018,00:28:04,28,1684,0,0,0,0,0
2042,EBLN, Tue Oct 23 11:11:57 CDT 2018, Tue Oct 23 11:18:35 CDT 2018,00:06:38,6,398,0,0,0,0,0
2018,EBLN_M, Wed May  9 08:59:47 CDT 2018, Wed May  9 09:12:49 CDT 2018,00:13:02,13,782,0,0,0,0,0
2019,EBLN_M, Wed May 16 22:32:07 CDT 2018, Wed May 16 22:51:01 CDT 2018,00:18:54,18,1134,0,0,0,0,0
2020,EBLN_M, Thu May 24 02:25:09 CDT 2018, Thu May 24 03:04:18 CDT 2018,00:39:09,39,2349,0,0,0,0,0
2021,EBLN_M, Thu May 31 01:59:14 CDT 2018, Thu May 31 02:12:27 CDT 2018,00:13:13,13,793,0,0,0,0,0
2022,EBLN_M, Wed Jun  6 10:24:24 CDT 2018, Wed Jun  6 10:32:13 CDT 2018,00:07:49,7,469,0,0,0,0,0
2023,EBLN_M, Tue Jun 12 00:31:50 CDT 2018, Tue Jun 12 00:41:38 CDT 2018,00:09:48,9,588,0,0,0,0,0
2024,EBLN_M, Tue Jun 19 06:25:46 CDT 2018, Tue Jun 19 06:39:26 CDT 2018,00:13:40,13,820,0,0,0,0,0
2025,EBLN_M, Tue Jun 26 14:58:45 CDT 2018, Tue Jun 26 15:11:09 CDT 2018,00:12:24,12,744,0,0,0,0,0
2026,EBLN_M, Tue Jul  3 11:12:16 CDT 2018, Tue Jul  3 11:23:49 CDT 2018,00:11:33,11,693,0,0,0,0,0
2027,EBLN_M, Mon Jul  9 16:19:22 CDT 2018, Mon Jul  9 16:32:18 CDT 2018,00:12:56,12,776,0,0,0,0,0
2028,EBLN_M, Mon Jul 16 16:04:29 CDT 2018, Mon Jul 16 16:18:51 CDT 2018,00:14:22,14,862,0,0,0,0,0
2029,EBLN_M, Tue Jul 24 19:51:43 CDT 2018, Tue Jul 24 20:04:34 CDT 2018,00:12:51,12,771,0,0,0,0,0
2030,EBLN_M, Tue Jul 31 07:34:31 CDT 2018, Tue Jul 31 07:53:52 CDT 2018,00:19:21,19,1161,0,0,0,0,0
2031,EBLN_M, Tue Aug  7 15:50:03 CDT 2018, Tue Aug  7 16:21:20 CDT 2018,00:31:17,31,1877,0,0,0,0,0
2032,EBLN_M, Mon Aug 13 12:19:01 CDT 2018, Mon Aug 13 12:51:04 CDT 2018,00:32:03,32,1923,0,0,0,0,0
2033,EBLN_M, Tue Aug 21 14:06:18 CDT 2018, Tue Aug 21 14:42:55 CDT 2018,00:36:37,36,2197,0,0,0,0,0
2034,EBLN_M, Wed Aug 29 12:00:49 CDT 2018, Wed Aug 29 12:36:27 CDT 2018,00:35:38,35,2138,0,0,0,0,0
2035,EBLN_M, Wed Sep  5 22:24:02 CDT 2018, Wed Sep  5 22:58:03 CDT 2018,00:34:01,34,2041,0,0,0,0,0
2036,EBLN_M, Wed Sep 12 00:46:20 CDT 2018, Wed Sep 12 01:58:54 CDT 2018,01:12:34,72,4354,0,0,0,0,0
2037,EBLN_M, Tue Sep 18 21:02:36 CDT 2018, Tue Sep 18 21:39:01 CDT 2018,00:36:25,36,2185,0,0,0,0,0
2038,EBLN_M, Mon Sep 24 15:48:23 CDT 2018, Mon Sep 24 16:32:24 CDT 2018,00:44:01,44,2641,0,0,0,0,0
2039,EBLN_M, Tue Oct  2 23:09:19 CDT 2018, Wed Oct  3 00:07:42 CDT 2018,00:58:23,58,3503,0,0,0,0,0
2040,EBLN_M, Mon Oct  8 18:43:59 CDT 2018, Mon Oct  8 20:14:28 CDT 2018,01:30:29,90,5429,0,0,0,0,0
2041,EBLN_M, Mon Oct 15 13:31:07 CDT 2018, Mon Oct 15 14:26:26 CDT 2018,00:55:19,55,3319,0,0,0,0,0
2042,EBLN_M, Tue Oct 23 11:30:21 CDT 2018, Tue Oct 23 12:14:52 CDT 2018,00:44:31,44,2671,0,0,0,0,0
2043,EBLN_M, Tue Oct 30 17:31:52 CDT 2018, Tue Oct 30 18:15:31 CDT 2018,00:43:39,43,2619,0,0,0,0,0
2044,EBLN_M, Tue Nov  6 17:23:33 CST 2018, Tue Nov  6 18:35:33 CST 2018,01:12:00,72,4320,0,0,0,0,0
2045,EBLN_M, Tue Nov 13 09:17:15 CST 2018, Tue Nov 13 10:07:50 CST 2018,00:50:35,50,3035,0,0,0,0,0
